
# By.ÀÚÀ¯

ºûÀÇ µ¹,,,,,,45,150,2.00,150,0,50,0,100,0,0,0,0,0,1000,1000,1000,1000,1000,1000,,0,318,316,315,317,,0,0,0,4,100470,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
¾Ç¶öÇÑ µµÀû1,,,,,,46,30,5.00,48,33,33,6,100,0,30,0,0,70,0,0,0,0,-50,0,1,3,30,,,,,0,12,10,7,100431,0,0,,,,,,,,,,,,,,,,,-1
¾Ç¶öÇÑ µµÀû2,,,,,,47,30,5.00,33,48,33,6,100,0,0,70,30,0,0,0,-50,0,0,0,1,3,,,,,,0,12,10,7,100439,0,0,,,,,,,,,,,,,,,,,-1
¾Ç¶öÇÑ µµÀû3,,,,,,48,30,5.00,33,33,48,6,100,0,0,0,70,30,0,0,0,0,0,-50,1,40,,,,,,0,12,10,7,100436,0,0,,,,,,,,,,,,,,,,,-1
º»µåÁ· ÄÚ´Ï,,,,,,49,20,5.00,20,30,20,30,100,0,0,0,40,60,70,70,70,70,70,70,1,2,60,100,80,90,110,0,5,5,7,100431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
º»µåÁ· ÀÌ³ó,,,,,,50,200,8.00,60,60,60,60,100,0,100,0,0,0,50,50,50,50,50,50,1,305,501,506,306,61,304,2,1,1,7,101344,0,0,,,,,,,,,,,,,,,,,-1
³ëºÏÀÌ,Èâ,Óã,´®,ÑÎ,ÓÍ,51,10,4.50,20,18,34,9,180,9,30,0,0,70,0,0,0,0,0,0,1,2,209,,,,,0,0,0,6,100271,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,11
ºÏÀÌ,Èâ,Óã,´®,ÑÎ,ÓÍ,52,10,4.50,19,19,35,8,180,9,60,0,0,40,0,0,0,0,0,0,1,2,209,,,,,0,0,0,6,100272,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,11
±øºÏÀÌ,Èâ,Óã,´®,ÑÎ,ÓÍ,53,10,4.50,20,21,33,10,180,9,0,0,80,20,0,0,0,0,0,0,1,2,10,209,,,,0,0,0,6,100273,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,11
µ¹ºÏÀÌ,Èâ,Óã,´®,ÑÎ,Ê¯,54,10,4.50,21,19,41,4,210,7,90,0,0,10,0,0,-20,65,0,0,1,2,210,209,,,,0,0,0,5,100274,1,0,,600,600,,600,600,,600,600,,600,600,,1200,1200,,11
¾Æ°í¾Æ,Óã,´®,Ã×,ÒûÓÃË®,Ì¼»ð,61,20,4.50,23,22,21,18,180,9,0,30,70,0,0,0,0,0,20,0,1,2,212,,,,,0,0,3,6,100275,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,2
³×°í½º,Óã,´®,Ã×,ÒûÓÃË®,Ì¼»ð,62,18,4.50,24,20,20,17,180,9,40,60,0,0,0,0,0,0,0,0,1,2,212,,,,,0,0,3,6,100276,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,2
Å¸·Î°ï,Óã,´®,Ã×,ÒûÓÃË®,Ì¼»ð,63,17,4.50,23,21,23,17,180,9,70,0,0,30,0,0,0,0,0,0,1,2,212,,,,,0,0,3,6,100277,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,2
´Ù°í½º,Óã,´®,Ã×,ÒûÓÃË®,Ì¼»ð,64,18,4.50,24,22,21,18,210,7,0,80,20,0,0,0,0,0,0,0,1,2,212,,,,,0,0,3,5,100278,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,2
º¸Å©°ï,Óã,´®,Ã×,ÒûÓÃË®,Ì¼»ð,65,19,4.50,21,22,19,23,210,7,0,0,20,80,0,0,0,0,0,0,1,2,212,,,,,0,0,3,5,100393,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,2

¶ó°í°í,Ê¯,Ïß,¹Ç,Èâ,Ã×,71,23,4.50,22,26,20,26,240,5,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,0,0,3,5,100279,1,0,,300,300,,300,300,,300,300,,300,300,,300,300,,15
ÈÄ¹Ù¹Ù,Ê¯,Ïß,¹Ç,Èâ,Ã×,72,24,4.50,22,24,19,27,240,5,0,0,60,40,0,0,0,0,0,0,1,2,,,,,,0,0,3,5,100280,1,0,,300,300,,300,300,,300,300,,300,300,,300,300,,15
Åä·ç·ç,Ê¯,Ïß,¹Ç,Èâ,Ã×,73,19,4.50,23,24,23,25,270,3,60,0,0,40,0,0,0,0,0,0,1,2,40,,,,,0,0,3,4,100281,1,0,,300,300,,300,300,,300,300,,300,300,,300,300,,15
·ç´Ï,Ê¯,Ïß,¹Ç,Èâ,Ã×,74,22,4.50,23,23,25,22,240,5,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,3,5,100282,1,0,,300,300,,300,300,,300,300,,300,300,,300,300,,15
ÀòÁ· ¸®¿À,,,,,,79,20,5.00,20,30,20,30,100,0,0,0,40,60,70,70,70,70,70,70,1,2,60,100,80,90,110,0,5,5,7,100431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1
Ä«Å¸¸£Ä«½º,Ê¯,Ä¾,Æ¤,¹Ç,Ïß,81,22,4.50,25,23,40,6,240,5,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100283,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,27
ÄíÄ«½º,Ê¯,Ä¾,Æ¤,¹Ç,Ïß,82,22,4.50,25,21,39,5,240,5,80,20,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100284,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,27
ÄÚ·ÎÄ«½º,Ê¯,Ä¾,Æ¤,¹Ç,Ïß,83,17,4.50,26,24,37,7,240,5,0,40,60,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,5,100285,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,27
·Î±â¾È,Ê¯,Ä¾,Æ¤,¹Ç,Ïß,84,23,4.50,25,21,38,6,240,5,80,0,0,20,0,0,0,0,0,0,1,2,,,,,,0,0,1,5,100286,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,27
·¥°¡½º,Ê¯,Ä¾,Æ¤,¹Ç,Ïß,85,20,4.50,19,27,43,10,300,-1,50,0,0,50,0,0,0,30,0,0,1,2,,,,,,0,1,0,5,100389,1,1,,500,500,,500,500,,500,500,,500,500,,500,500,,27
¾ÆÀÌÄ«½º,Ê¯,Ä¾,Æ¤,¹Ç,Ïß,86,22,4.50,27,19,37,6,210,7,50,50,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100390,1,1,,500,500,,500,500,,500,500,,500,500,,500,500,,27
ÄíÅ¸½º,Ê¯,Ä¾,Æ¤,¹Ç,Ïß,87,22,4.50,28,24,31,6,210,7,0,60,40,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100391,1,1,,500,500,,500,500,,500,500,,500,500,,500,500,,27
Ä«¸£±â¾È,Ê¯,Ä¾,Æ¤,¹Ç,Ïß,88,20,4.50,25,20,36,12,240,5,20,0,0,80,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100392,1,1,,500,500,,500,500,,500,500,,500,500,,500,500,,27
Å©Åäµ·,Èâ,Óã,´®,Ã×,,89,26,4.50,23,44,27,38,150,11,80,0,0,20,0,0,0,0,0,0,1,2,,,,,,0,1,1,5,101620,1,1,,700,700,,700,700,,700,700,,700,700,,700,700,,15
ÄÚÄ«Åä¸®½º,Ä¾,ÑÀ,Ò¶,¹Ç,ð¤ÍÁ,90,27,4.50,29,40,22,30,200,11,90,10,0,0,0,0,0,0,0,0,1,2,,,,,,1,1,1,6,101621,1,1,,0,500,,0,500,,0,500,,0,500,,0,500,,25
¸®ºñ³ë,Ä¾,Æ¤,Ïß,Èâ,Ã×,91,28,4.50,27,34,19,17,300,1,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100287,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,16
¾á±â·Î,Ä¾,Æ¤,Ïß,Èâ,Ã×,92,28,4.50,29,37,18,18,270,3,0,30,70,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100288,1,0,,300,300,,300,300,,300,300,,300,300,,300,300,,16
¹Ýº¸·Î,Ä¾,Æ¤,Ïß,Èâ,Ã×,93,28,4.50,25,36,19,17,270,3,0,0,50,50,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100289,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,16
¹Ý±â³ë,Ä¾,Æ¤,Ïß,Èâ,Ã×,94,28,4.50,25,37,17,18,270,3,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100290,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,16
ºÎ¸£µ·,Ä¾,Æ¤,Ïß,Èâ,Ã×,95,28,4.50,27,35,17,17,270,3,0,0,20,80,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100394,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,16
¿ì¸®½ºÄÉ,Ê¯,Ä¾,Æ¤,¹Ç,Ïß,97,10,4.50,20,12,15,25,150,11,80,20,0,0,0,0,0,0,0,0,1,,,,,,,0,1,1,6,100250,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
¶ó°í°í,Ê¯,Ïß,¹Ç,Èâ,Ã×,99,23,4.50,22,26,20,26,240,5,0,0,100,0,0,0,0,0,0,0,1,2,,,,,,0,0,3,5,100279,1,0,,300,300,,300,300,,300,300,,300,300,,300,300,20,-1
¿À°¡·Î½º,Ê¯,Æ¤,Ïß,Èâ,Óã,100,25,4.50,26,29,28,20,300,1,60,40,0,0,0,0,0,0,0,0,1,2,40,80,,,,0,5,5,4,100371,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,19
Æ÷¸µ,Ê¯,Ä¾,Æ¤,Ïß,ÑÀ,101,19,4.50,19,18,20,22,100,11,60,40,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,6,100291,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,3
ÄíÄí¸£,Ê¯,Ä¾,Æ¤,Ïß,ÑÀ,102,20,4.50,20,18,17,24,100,11,0,70,30,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,6,100292,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,3
Æ÷¸µ,Ê¯,Ä¾,Æ¤,Ïß,ÑÀ,103,18,4.50,18,20,18,24,180,9,0,40,60,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,6,100293,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,3
¸®½ºÅ°,Ê¯,Ä¾,Æ¤,Ïß,ÑÀ,104,17,4.50,19,16,19,23,150,11,20,80,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,6,100294,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,3
¿À¸£°ï,Ê¯,Æ¤,Ïß,Èâ,Óã,105,26,4.50,28,30,22,22,300,1,0,80,20,0,0,0,0,0,0,0,1,2,,,,,,0,5,5,4,100372,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,19
¸ð°¡·Î½º,Ê¯,Æ¤,Ïß,Èâ,Óã,106,27,4.50,23,37,20,25,300,1,0,20,80,0,0,0,0,0,0,0,1,2,,,,,,0,5,5,4,100373,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,19
Ä«ºñÆ®,Èâ,Óã,´®,,,111,18,4.50,14,19,19,27,150,11,0,0,70,30,0,0,0,0,0,0,1,2,,,,,,0,2,0,6,100295,1,0,,700,700,,700,700,,700,700,,,,,,,,4
ÄÉÀÌºñ,Èâ,Óã,´®,,,112,20,4.50,14,19,19,27,100,11,20,0,0,80,0,0,0,0,0,0,1,2,,,,,,0,2,0,6,100296,1,0,,700,700,,700,700,,700,700,,,,,,,,4
Å¥ÀÌ,Èâ,Óã,´®,,,113,15,4.50,13,20,17,25,150,11,0,0,50,50,0,0,0,0,0,0,1,2,,,,,,0,2,0,6,100297,1,0,,700,700,,700,700,,700,700,,,,,,,,4
°ñµåÄ«ºñÆ®,Èâ,Óã,´®,,,114,19,4.50,16,20,16,28,150,9,0,0,0,100,0,0,0,0,0,0,1,2,,,,,,0,2,0,6,100298,1,0,,700,700,,700,700,,700,700,,,,,,,,4
ÄíÄí¸£,Ê¯,Ä¾,Ïß,Ò¶,×¦,140,30,4.50,44,45,20,37,150,11,0,90,10,0,0,0,0,0,0,0,1,2,,,,,,0,1,1,4,100292,0,1,,700,700,,700,700,,700,700,,700,700,,700,700,,-1
°í¸£µ·,Ê¯,Ä¾,Èâ,Óã,Ã×,141,26,4.50,28,28,26,18,300,1,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100307,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,21
±â¶óµ·,Ê¯,Ä¾,Èâ,Óã,Ã×,142,25,4.50,28,27,23,19,270,3,80,20,0,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100308,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,21
Åõ¸£µ·,Ê¯,Ä¾,Èâ,Óã,Ã×,143,24,4.50,28,29,21,20,270,3,0,30,70,0,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100309,1,0,,300,300,,300,300,,300,300,,300,300,,300,300,,21
°í¸£°í,Ê¯,Ä¾,Èâ,Óã,Ã×,144,26,4.50,25,30,20,21,270,3,0,0,90,10,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100310,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,21
¾àÇÑ º£¸£°¡,Èâ,Óã,´®,Ã×,,161,17,4.00,16,20,13,22,100,5,60,40,0,0,0,0,0,0,0,0,1,2,,,,,,0,3,3,4,100327,1,1,,600,600,,600,600,,600,600,,600,600,,,,,23
¾àÇÑ º£·ç·ç,Èâ,Óã,´®,Ã×,,162,17,4.00,16,20,10,25,100,5,0,0,30,70,0,0,0,0,0,0,1,2,,,,,,0,3,3,4,100328,1,1,,600,600,,600,600,,600,600,,600,600,,,,,23
¾àÇÑ °í¸£°í¸£,Èâ,Óã,´®,Ã×,,163,17,4.00,19,20,10,22,100,5,0,0,80,20,0,0,0,0,0,0,1,2,,,,,,0,3,3,4,100329,1,1,,600,600,,600,600,,600,600,,600,600,,,,,23
¾àÇÑ ³ë¸£³ë¸£,Ê¯,Ä¾,Èâ,Óã,Ã×,164,17,4.00,16,21,11,23,100,5,30,0,0,70,0,0,0,0,0,0,1,2,,,,,,1,3,3,4,100330,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,23
ÈÞº¸,Óã,Ã×,ÂÑ,ÒûÓÃË®,ÓÍ,171,18,4.50,26,28,25,16,270,-1,80,20,0,0,0,0,0,0,0,0,1,2,,,,,,1,0,5,6,100319,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,5
Æ÷º¸,Óã,Ã×,ÂÑ,ÒûÓÃË®,ÓÍ,172,19,4.50,28,23,26,14,240,5,30,70,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,5,5,100320,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,5
Äíº¸,Óã,Ã×,ÂÑ,ÒûÓÃË®,ÓÍ,173,25,4.50,26,26,26,17,270,-1,0,50,50,0,0,0,0,0,0,0,1,2,,,,,,1,0,5,6,100321,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,5
Åä·ÎÀð,Óã,Ã×,ÂÑ,ÒûÓÃË®,ÓÍ,174,21,4.50,25,26,25,16,240,5,0,30,70,0,0,0,0,0,0,20,1,2,90,,,,,0,0,5,5,100322,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,5
ºÎ¸£º¸,Óã,Ã×,ÂÑ,ÒûÓÃË®,ÓÍ,175,20,4.50,23,25,24,20,240,5,0,0,40,60,0,0,0,0,0,0,1,2,,,,,,0,0,5,5,100395,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,5
Ä«Äí,Ê¯,Ä¾,Æ¤,¹Ç,ÑÀ,181,18,4.50,20,21,21,24,210,7,30,70,0,0,0,0,0,0,0,0,1,2,,,,,,0,0,1,5,100323,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,22
¹ÙÄ«,Ê¯,Ä¾,Æ¤,¹Ç,ÑÀ,182,20,4.50,17,26,19,27,210,7,0,0,40,60,0,0,0,0,0,0,1,2,,,,,,0,0,1,5,100324,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,22
¹Ù¿ì,Ê¯,Ä¾,Æ¤,¹Ç,ÑÀ,183,17,4.50,16,23,20,28,210,7,20,0,0,80,0,0,0,0,0,0,1,2,,,,,,0,0,1,5,100325,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,22
Ä«¿ì,Ê¯,Ä¾,Æ¤,¹Ç,ÑÀ,184,17,4.50,15,23,23,26,210,7,70,0,0,30,0,0,0,0,0,0,1,2,,,,,,0,0,1,5,100326,1,0,,600,600,,600,600,,600,600,,600,600,,600,600,,22
º£¸£°¡,Èâ,Óã,´®,Ã×,,191,24,4.50,23,28,16,25,240,5,60,40,0,0,0,0,0,0,0,0,1,2,,,,,,0,3,3,5,100327,1,1,,600,600,,600,600,,600,600,,600,600,,,,,23
º£·ç·ç,Èâ,Óã,´®,Ã×,,192,23,4.50,21,30,13,28,240,5,0,0,30,70,0,0,0,0,0,0,1,2,,,,,,0,3,3,5,100328,1,1,,600,600,,600,600,,600,600,,600,600,,,,,23
°í¸£°í¸£,Èâ,Óã,´®,Ã×,,193,21,4.50,20,30,13,28,240,5,0,0,80,20,0,0,0,0,0,0,1,2,,,,,,0,3,3,5,100329,1,1,,600,600,,600,600,,600,600,,600,600,,,,,23
³ë¸£³ë¸£,Ê¯,Ä¾,Èâ,Óã,Ã×,194,25,4.50,19,29,18,29,270,-1,30,0,0,70,0,0,0,0,0,0,1,2,40,,,,,1,3,3,6,100330,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,23
±â°è¾á±â·Î,Ê¯,Æ¤,Ïß,Èâ,Óã,203,36,4.50,26,46,23,36,200,-3,0,0,50,50,8,8,8,8,8,8,1,2,,,,,,2,5,5,7,101819,1,1,,1300,1300,,1300,1300,,1300,1300,,1300,1300,,1300,1300,,16
Åä¸®³ë½ºÇÁ,Èâ,Óã,´®,ÑÎ,Ì¼»ð,211,12,4.50,26,21,26,12,210,7,0,30,70,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,5,100335,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,17
ÆæÅ¸½º,Èâ,Óã,´®,ÑÎ,Ì¼»ð,212,16,4.50,28,17,28,11,180,9,20,80,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,6,100336,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,17
Åä¸®ÄÉ¶ó,Èâ,Óã,´®,ÑÎ,Ì¼»ð,213,18,4.50,27,18,28,10,180,9,70,30,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,6,100337,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,17
Åä¸£ÇÁ½º,Èâ,Óã,´®,ÑÎ,Ì¼»ð,214,14,4.50,26,19,29,9,180,9,100,0,0,0,0,0,0,0,0,0,1,2,,,,,,0,1,0,6,100338,1,0,,700,700,,700,700,,700,700,,700,700,,700,700,,17
°í¹ÝÄÉ½º,Èâ,´®,ÑÎ,Ì¼»ð,,221,18,4.50,27,27,16,14,180,9,40,60,0,0,0,0,0,0,0,0,1,,,,,,,0,5,0,6,100339,1,0,,700,700,,700,700,,700,700,,700,700,,,,,12
Àð±×¶ó,Èâ,´®,ÑÎ,Ì¼»ð,,222,22,4.50,26,30,14,16,210,7,0,50,50,0,0,0,0,0,0,0,1,,,,,,,0,5,0,5,100340,1,0,,700,700,,700,700,,700,700,,700,700,,,,,12
Àð±×,Èâ,´®,ÑÎ,Ì¼»ð,,223,23,4.50,30,27,13,16,210,7,0,100,0,0,0,0,0,0,0,0,1,50,,,,,,0,5,0,5,100341,1,0,,700,700,,700,700,,700,700,,700,700,,,,,12
ÆÇÁö,Èâ,´®,ÑÎ,Ì¼»ð,,224,16,4.50,28,26,15,14,210,9,20,80,0,0,0,0,0,0,20,0,1,100,,,,,,0,5,0,6,100342,1,0,,700,700,,700,700,,700,700,,700,700,,,,,12
±â°¡·Î½º,Ê¯,Ä¾,Èâ,Óã,Ã×,231,28,4.50,28,29,30,18,300,1,30,0,0,70,0,0,0,0,0,0,1,2,,,,,,0,5,0,4,100343,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,8
¸Þ°¡·Î½º,Ê¯,Ä¾,Èâ,Óã,Ã×,232,24,4.50,33,28,31,11,300,1,40,60,0,0,0,0,0,20,0,0,1,2,80,,,,,0,5,0,4,100344,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,8
ºñÆ®·Î½º,Ê¯,Ä¾,Èâ,Óã,Ã×,233,25,4.50,28,33,28,14,300,1,0,0,30,70,20,0,0,0,0,0,1,2,61,,,,,0,5,0,4,100345,1,1,,300,300,,300,300,,300,300,,300,300,,300,300,,8
